DOI,Titulo_Tokens,Abstract_Tokens,Autores,Fecha,Seccion
10.48550./arXiv.2503.11101,Survey self supervise Contrastive Learning Multimodal text image Analysis,self supervise learning be machine learning approach that generate implicit label learn underline pattern extract discriminative feature unlabeled datum manual labelling contrastive learning introduce concept positive negative sample where positive pair e.g. variation same image object be bring together embed space negative pair e.g. view different image object be push far away methodology have show significant improvement image understanding image text analysis much reliance label datum paper comprehensively discuss terminology recent development application contrastive learning respect text image model specifically provide overview approach contrastive learning text image model recent year secondly categorize approach base different model structure thirdly far introduce discuss late advance technique use process such pretext task image text architectural structure key trend lastly discuss recent state art application self supervise contrastive learning Text image base model,"Asifullah Khan, Laiba Asmatullah, Anza Malik, Shahzaib Khan, Hamna Asif",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11097,Novel Decomposed Feature orient Framework Open set Semantic Segmentation LiDAR Data,semantic segmentation be key technique that enable mobile robot to understand navigate surround environment autonomously however most exist work focus segment known object overlook identification unknown class which be common real world application paper propose feature orient framework open set semantic segmentation LiDAR data capable identify unknown object retain ability to classify know one design decompose dual decoder network to simultaneously perform closed set semantic segmentation generate distinctive feature unknown object network be train multi objective loss function to capture characteristic known unknown object use extract feature introduce anomaly detection mechanism to identify unknown object integrate result close set semantic segmentation anomaly detection achieve effective feature drive LiDAR open set semantic segmentation evaluation SemanticKITTI nuscene dataset demonstrate propose framework significantly outperform state art method source code will be make publicly available https url,"Wenbang Deng, Xieyuanli Chen, Qinghua Yu, Yunze He, Junhao Xiao, Huimin Lu",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11096,augment Image Annotation Human LMM Collaborative Framework Efficient Object Selection Label Generation,traditional image annotation task rely heavily human effort object selection label assignment make process time consume prone decrease efficiency annotator experience fatigue extensive work paper introduce novel framework that leverage visual understanding capability large multimodal model LMMs particularly GPT to assist annotation workflow propose approach human annotator focus select object bound box LMM autonomously generate relevant label human AI collaborative framework enhance annotation efficiency reduce cognitive time burden human annotator analyze system 's performance various type annotation task demonstrate ability to generalize task such object recognition scene description fine grain categorization propose framework highlight potential approach to redefine annotation workflow offer scalable efficient solution large scale datum labeling computer vision finally discuss how integrate lmm annotation pipeline can advance bidirectional human AI alignment as well challenge alleviate endless annotation burden face information overload shift work AI,"He Zhang, Xinyi Fu, John M. Carroll",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11094,open3dvqa Benchmark Comprehensive Spatial Reasoning Multimodal Large Language Model Open space,spatial reasoning be fundamental capability embody agent have garner widespread attention field multimodal large language model mllm work propose novel benchmark Open3DVQA to comprehensively evaluate spatial reasoning capacity current state art SOTA foundation model open 3d space open3dvqa consist 9k VQA sample collect use efficient semi automated tool high fidelity urban simulator evaluate several SOTA mllm various aspect spatial reasoning such relative absolute spatial relationship situational reasoning object centric spatial attribute result reveal 1 mllm perform well answer question regard relative spatial relationship absolute spatial relationship 2 mllm demonstrate similar spatial reasoning ability egocentric allocentric perspective 3 fine tune large model significantly improve performance different spatial reasoning task believe open source datum collection tool depth analysis will inspire further research MLLM spatial reasoning capability benchmark be available https url,"Weichen Zhan, Zile Zhou, Zhiheng Zheng, Chen Gao, Jinqiang Cui, Yong Li, Xinlei Chen, Xiao-Ping Zhang",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11093,omnidiff Comprehensive Benchmark Fine grain image difference captioning,image Difference Captioning IDC aim to generate natural language description subtle difference image pair require precise visual change localization coherent semantic expression recent advancement exist dataset often lack breadth depth limit applicability complex dynamic environment 1 breadth perspective current dataset be constrain limited variation object specific scene 2 depth perspective prior benchmark often provide overly simplistic description to address challenge introduce OmniDiff comprehensive dataset comprise 324 diverse scenario span real world complex environment 3d synthetic setting fine grain human annotation average 60 word length cover 12 distinct change type build foundation propose M$^3$Diff MultiModal large language model enhance plug play multi scale Differential Perception MDP module module improve model 's ability to accurately identify describe inter image difference maintain foundational model 's generalization capability addition OmniDiff dataset M$^3$Diff achieve state art performance multiple benchmark include Spot Diff IEdit CLEVR Change CLEVR DC OmniDiff demonstrate significant improvement cross scenario difference recognition accuracy compare exist method dataset code model will be make publicly available to support further research,"Yuan Liu, Saihui Hou, Saijie Hou, Jiabao Du, Shibei Meng, Yongzhen Huang",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11091,Aerial Vision Language Navigation Grid base View Selection Map construction,Aerial Vision Language Navigation Aerial VLN aim to obtain unmanned aerial vehicle agent to navigate aerial 3d environment follow human instruction compare ground base VLN aerial VLN require agent to decide next action horizontal vertical direction base first person view observation previous method struggle to perform well long navigation path more complicated 3d scene neglect interplay vertical horizontal action paper propose novel grid base view selection framework that formulate aerial VLN action prediction grid base view selection task incorporate vertical action prediction manner that account coupling horizontal action thereby enable effective altitude adjustment far introduce grid base bird 's eye view map aerial space to fuse visual information navigation history provide contextual scene information mitigate impact obstacle finally cross modal transformer be adopt to explicitly align long navigation history instruction demonstrate superiority method extensive experiment,"Ganlong Zhao, Guanbin Li, Jia Pan, Yizhou Yu",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11088,Multi view Industrial Anomaly Detection Epipolar Constrained Cross View Fusion,multi camera system provide rich contextual information industrial anomaly detection however traditional method process view independently disregard complementary information viewpoint exist multi view anomaly detection approach typically employ data drive cross view attention feature fusion fail to leverage unique geometric property multi camera setup work introduce epipolar geometry constrain attention module to guide cross view fusion ensure more effective information aggregation to far enhance potential cross view attention propose pretraine strategy inspire memory bank base anomaly detection approach encourage normal feature representation to form multiple local cluster incorporate multi view aware negative sample synthesis to regularize pretraining demonstrate epipolar guide multi view anomaly detection framework outperform exist method state art multi view anomaly detection dataset,"Yifan Liu, Xun Xu, Shijie Li, Jingyi Liao, Xulei Yang",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11078,understand Flatness Generative model Role benefit,flat minima know to enhance generalization robustness supervised learning remain largely unexplored generative model work systematically investigate role loss surface flatness generative model theoretically empirically particular focus diffusion model establish theoretical claim that flatter minima improve robustness perturbation target prior distribution lead benefit such reduced exposure bias where error noise estimation accumulate iteration significantly improve resilience to model quantization preserve generative performance even strong quantization constraint far observe Sharpness Aware Minimization SAM which explicitly control degree flatness effectively enhance flatness diffusion model other well know method such Stochastic Weight Averaging SWA Exponential Moving Average EMA which promote flatness indirectly ensemble be less effective extensive experiment CIFAR-10 LSUN Tower FFHQ demonstrate flat minima diffusion model indeed improve not only generative performance also robustness,"Taehwan Lee, Kyeongkook Seo, Jaejun Yoo, Sung Whan Yoon",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11073,Perceive Understand Restore real World Image Super Resolution Autoregressive Multimodal Generative model,leverage generative prior pre train text image diffusion model significant progress have be make real world image super resolution real ISR however method tend to generate inaccurate unnatural reconstruction complex heavily degrade scene primarily limited perception understanding capability input low quality image to address limitation propose first time knowledge to adapt pre train autoregressive multimodal model such Lumina mgpt robust real ISR model namely PURE which perceive Understands input low quality image then REstores high quality counterpart specifically implement instruction tuning Lumina mgpt to perceive image degradation level relationship previously generate image token next token understand image content generate image semantic description consequently restore image generate high quality image token autoregressively collect information addition reveal image token entropy reflect image structure present entropy base Top k sampling strategy to optimize local structure image inference experimental result demonstrate PURE preserve image content generate realistic detail especially complex scene multiple object showcase potential autoregressive multimodal generative model robust real ISR model code will be available https url,"Hongyang Wei, Shuaizheng Liu, Chun Yuan, Lei Zhang",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11071,Harnessing Frequency Spectrum Insights image Copyright Protection Diffusion model,diffusion model have achieve remarkable success novel view synthesis reliance large diverse often untraceable web dataset have raise press concern image copyright protection current method fall short reliably identify unauthorized image use struggle to generalize varied generation task fail when training dataset include image multiple source few identifiable watermarke poison sample paper present novel evidence diffusion generate image faithfully preserve statistical property training datum particularly reflect spectral feature leverage insight introduce \emph{coprguard robust frequency domain watermarking framework to safeguard unauthorized image usage diffusion model training fine tuning CoprGuard demonstrate remarkable effectiveness wide range model naive diffusion model sophisticated text image model be robust even when watermarke image comprise mere 1\% training dataset robust versatile approach empower content owner to protect intellectual property era AI drive image generation,"Zhenguang Liu, Chao Shuai, Shaojing Fan, Ziping Dong, Jinwu Hu, Zhongjie Ba, Kui Ren",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11070,falcon Remote Sensing Vision Language Foundation Model,paper introduce holistic vision language foundation model tailor remote sensing name Falcon Falcon offer unified prompt base paradigm that effectively execute comprehensive complex remote sense task Falcon demonstrate powerful understanding reasoning ability image region pixel level specifically give simple natural language instruction remote sense image Falcon can produce impressive result text form 14 distinct task i.e. image classification object detection segmentation image captioning etc to facilitate Falcon 's training empower representation capacity to encode rich spatial semantic information develop Falcon_SFT large scale multi task instruction tuning dataset field remote sensing Falcon_SFT dataset consist approximately 78 million high quality data sample cover 5.6 million multi spatial resolution multi view remote sense image diverse instruction feature hierarchical annotation undergo manual sampling verification to ensure high datum quality reliability extensive comparative experiment be conduct which verify Falcon achieve remarkable performance 67 dataset 14 task have only 0.7b parameter release complete dataset code model weight https URL hope to help far develop open source community,"Kelu Yao, Nuo Xu, Rong Yang, Yingying Xu, Zhuoyan Gao, Titinunt Kitrungrotsakul, Yi Ren, Pu Zhang, Jin Wang, Ning Wei, Chao Li",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11062,Active Learning Scene Embeddings end end Autonomous Driving,field autonomous driving end end deep learning model show great potential learn drive decision directly sensor datum however train model require large amount label datum which be time consume expensive consider real world drive datum exhibit long tail distribution where simple scenario constitute majority part datum be thus inspire to identify most challenging scenario subsequently can efficiently improve performance model training select datum high value prior research have focus selection valuable datum empirically design strategy however manually design method suffer be less generalizable new data distribution observe BEV Bird 's Eye View feature end end model contain all information require to represent scenario propose active learning framework that rely vectorize scene level feature call sead framework select initial datum base drive environmental information incremental datum base BEV feature experiment show only need 30\% nuscene train datum to achieve performance close what can be achieve full dataset source code will be release,"Wenhao Jiang, Duo Li, Menghan Hu, Chao Ma, Ke Wang, Zhipeng Zhang",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11060,BannerAgency Advertising Banner Design Multimodal LLM agent,advertising banner be critical capture user attention enhance advertising campaign effectiveness create aesthetically pleasing banner design convey campaign message be challenge large search space involve multiple design element additionally advertiser need multiple size different display various version to target different sector audience design be intrinsically iterative subjective process flexible editability be also high demand practical usage current model have serve assistant human designer various design task typically handle only segment creative design process produce pixel base output that limit editability paper introduce training free framework fully automate banner ad design creation enable frontier multimodal large language model mllm to streamline production effective banner minimal manual effort diverse marketing contexts present BannerAgency MLLM agent system that collaborate advertiser to understand brand identity banner objective generate match background image create blueprint foreground design element render final creative editable component Figma SVG format rather static pixel to facilitate evaluation future research introduce bannerrequest400 benchmark feature 100 unique logo pair 400 diverse banner request quantitative qualitative evaluation demonstrate framework 's effectiveness emphasize quality generate banner design adaptability various banner request strong editability enable component base approach,"Heng Wang, Yotaro Shimose, Shingo Takamatsu",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11056,flow Mode Mode seek Diffusion Autoencoders state art image Tokenization,advent popular visual generation framework VQGAN latent diffusion model state art image generation system have generally be two stage system that first tokenize compress visual datum lower dimensional latent space learn generative model Tokenizer training typically follow standard recipe which image be compress reconstruct subject combination MSE perceptual adversarial loss diffusion autoencoder have be propose prior work way to learn end end perceptually orient image compression have not yet show state art performance competitive task ImageNet-1 K reconstruction propose FlowMo transformer base diffusion autoencoder that achieve new state art image tokenization multiple compression rate use convolution adversarial loss spatially align two dimensional latent code distil other tokenizer key insight be FlowMo training should be break mode match pre training stage mode seek post training stage addition conduct extensive analysis explore training generative model FlowMo tokenizer code model will be available http url,"Kyle Sargent, Kyle Hsu, Justin Johnson, Li Fei-Fei, Jiajun Wu",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11051,Privacy preserve pre training Remote Sensing Foundation Models Federated mutual guidance learning,traditional Remote Sensing Foundation model rsfm be pre train data centralize paradigm self supervision large scale curate remote sense datum institution however pre training rsfm limited datum standalone manner may lead suboptimal performance aggregate remote sense datum multiple institution centralized pre training raise privacy concern seek collaboration be promising solution to resolve dilemma where multiple institution can collaboratively train rsfm share private datum paper propose novel privacy preserve pre training framework FedSense which enable multiple institution to collaboratively train rsfm share private datum however be non trivial task hinder vicious cycle which result model drift remote sense datum heterogeneity high communication overhead to break vicious cycle introduce Federated mutual guidance Learning specifically propose server client Guidance SCG mechanism to guide client update global flatness optimal solution additionally propose client Server Guidance CSG mechanism to inject local knowledge server low bit communication extensive experiment four downstream task demonstrate effectiveness FedSense full precision communication reduce scenario showcase remarkable communication efficiency performance gain,"Jieyi Tan, Chengwei Zhang, Bo Dang, Yansheng Li",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11044,PSF-4D Progressive Sampling Framework View Consistent 4d editing,instruction guide generative model especially use text image T2I text video T2V diffusion framework have advance field content edit recent year to extend capability 4d scene introduce progressive sample framework 4d editing PSF-4D that ensure temporal multi view consistency intuitively control noise initialization forward diffusion temporal coherence design correlate Gaussian noise structure that link frame time allow frame to depend meaningfully prior frame additionally to ensure spatial consistency view implement cross view noise model which use share independent noise component to balance commonality distinct detail different view to far enhance spatial coherence PSF-4D incorporate view consistent iterative refinement embed view aware information denoising process to ensure align edit frame view approach enable high quality 4d edit rely external model address key challenge previous method extensive evaluation multiple benchmark multiple editing aspect e.g. style transfer multi attribute editing object removal local editing etc show effectiveness propose method experimental result demonstrate propose method outperform state art 4d editing method diverse benchmark,"Hasan Iqbal, Nazmul Karim, Umar Khalid, Azib Farooq, Zichun Zhong, Jing Hua, Chen Chen",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11038,ACMo Attribute Controllable Motion Generation,attribute such style fine grain text trajectory be specific condition describe motion however exist method often lack precise user control motion attribute suffer limited generalizability unseen motion work introduce Attribute Controllable Motion generation architecture to address challenge decouple condition control separately firstly explore Attribute Diffusion Model to imporve text motion performance decouple text motion learning controllable model rely heavily pre train model then introduce Motion Adpater to quickly finetune previously unseen motion pattern motion prompt input achieve multimodal text motion generation that capture user specify style finally propose LLM Planner to bridge gap unseen attribute dataset specific text local knowledage user friendly interaction approach introduce capability motion prompt stylize generation enable fine grain user friendly attribute control provide performance comparable state art method project page https url,"Mingjie Wei, Xuemei Xie, Guangming Shi",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11032,weakly supervised Contrastive Adversarial Training Learning Robust Features Semi supervised datum,exist adversarial training AT method often suffer incomplete perturbation mean not non robust feature be perturb when generate adversarial example aes result residual correlation non robust feature label lead suboptimal learning robust feature however achieve complete perturbation i.e. perturb as many non robust feature possible be challenge difficulty distinguish robust non robust feature sparsity label datum to address challenge propose novel approach call Weakly supervised Contrastive Adversarial Training WSCAT WSCAT ensure complete perturbation improved learning robust feature disrupt correlation non robust feature label complete AE generation partially label datum ground information theory extensive theoretical analysis comprehensive experiment widely adopt benchmark validate superiority WSCAT,"Lilin Zhang, Chengpei Wu, Ning Yang",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11030,fmnet Frequency Assisted Mamba Like Linear Attention Network Camouflaged Object Detection,camouflage Object Detection COD be challenge strong similarity camouflage object surrounding which complicate identification exist method mainly rely spatial local feature fail to capture global information transformer increase computational http URL address Frequency Assisted Mamba Like Linear Attention Network FMNet be propose which leverage frequency domain learning to efficiently capture global feature mitigate ambiguity object background FMNet introduce Multi scale Frequency Assisted Mamba Like Linear Attention MFM module integrate frequency spatial feature multi scale structure to handle scale variation reduce computational complexity additionally Pyramidal Frequency Attention Extraction PFAE module Frequency Reverse Decoder FRD enhance semantic reconstruct feature experimental result demonstrate FMNet outperform exist method multiple COD dataset showcase advantage performance efficiency code available https url,"Ming Deng, Sijin Sun, Zihao Li, Xiaochuan Hu, Xing Wu",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11028,emodiffusion enhance emotional 3d Facial Animation Latent Diffusion model,Speech drive 3d facial animation seek to produce lifelike facial expression that be synchronize speech content emotional nuance find application various multimedia field however previous method often overlook emotional facial expression fail to disentangle effectively speech content to address challenge present EmoDiffusion novel approach that disentangle different emotion speech to generate rich 3d emotional facial expression specifically method employ two Variational Autoencoders VAEs to separately generate upper face region mouth region thereby learn more refined representation facial sequence traditional method that use diffusion model to connect facial expression sequence audio input perform diffusion process latent space furthermore introduce Emotion Adapter to evaluate upper face movement accurately give paucity 3d emotional talk face datum animation industry capture facial expression guidance animation expert use livelinkface iPhone effort result creation innovative 3d blendshape emotional talking face dataset 3d BEF use to train network extensive experiment perceptual evaluation validate effectiveness approach confirm superiority generate realistic emotionally rich facial animation,"Yixuan Zhang, Qing Chang, Yuxi Wang, Guang Chen, Zhaoxiang Zhang, Junran Peng",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11017,Deep Incomplete Multi view cluster Distribution Dual Consistency Recovery Guidance,multi view cluster leverage complementary representation diverse source to enhance performance however real world datum often suffer incomplete case factor privacy concern device malfunction key challenge be effectively utilize available instance to recover missing view exist method frequently overlook heterogeneity view recovery lead significant distribution discrepancy recovered true datum additionally many approach focus cross view correlation neglect insight intra view reliable structure cross view clustering structure to address issue propose BURG novel method incomplete multi view cluster distribution dUal consistency Recovery Guidance treat sample distinct category perform cross view distribution transfer to predict distribution space miss view to compensate lack reliable category information design dual consistency guide recovery strategy that include intra view alignment guide neighbor aware consistency cross view alignment guide prototypical consistency extensive experiment benchmark demonstrate superiority burg incomplete multi view scenario,"Jiaqi Jin, Siwei Wang, Zhibin Dong, Xihong Yang, Xinwang Liu, En Zhu, Kunlun He",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11008,Comparative Analysis Advanced AI base Object Detection Models Pavement Marking Quality Assessment Daytime,visual object detection utilize deep learning play vital role computer vision have extensive application transportation engineering paper focus detect pavement mark quality daytime use only look once yolo model leverage advanced architectural feature to enhance road safety precise real time assessment utilize image datum New Jersey study employ three YOLOv8 variant YOLOv8 m YOLOv8n yolov8x model be evaluate base prediction accuracy classify pavement marking good moderate poor visibility category result demonstrate YOLOv8n provide good balance accuracy computational efficiency achieve high mean Average Precision map object good visibility demonstrate robust performance various intersection Union IoU threshold research enhance transportation safety offer automated accurate method evaluate quality pavement marking,"Gian Antariksa, Rohir Chakraborty, Shriyank Somvanshi, Subasish Das, Mohammad Jalayer, Deep Rameshkumar Patel, David Mills",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11006,observation Graph Interaction Key Detail Guidance Vision Language Navigation,Vision Language Navigation VLN require agent to navigate environment follow natural language instruction however exist method often struggle effectively integrate visual observation instruction detail navigation lead suboptimal path planning limited success rate paper propose OIKG observation graph Interaction key detail Guidance novel framework that address limitation two key component 1 observation graph interaction module that decouple angular visual information strengthen edge representation navigation space 2 key detail guidance module that dynamically extract utilize fine grain location object information instruction enable more precise cross modal alignment dynamic instruction interpretation approach significantly improve agent 's ability to follow complex navigation instruction extensive experiment r2r rxr dataset demonstrate OIKG achieve state art performance multiple evaluation metric validate effectiveness method enhance navigation precision well observation instruction alignment,"Yifan Xie, Binkai Ou, Fei Ma, Yaohua Liu",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11005,Cyclic Contrastive Knowledge Transfer open Vocabulary object detection,pursuit detect unstinted object that extend predefine category prior art open vocabulary object detection OVD typically resort pretraine vision language model VLMs base novel category generalization however to mitigate misalignment upstream image text pretraine downstream region level perception additional supervision be indispensable eg image text pair pseudo annotation generate self training strategy work propose CCKT Det train extra supervision propose framework construct cyclic dynamic knowledge transfer language query visual region feature extract vlm which force detector to closely align visual semantic space vlm specifically 1 prefilter inject semantic prior to guide learning query 2 introduce regional contrastive loss to improve awareness query novel object CCKT Det can consistently improve performance scale VLMs increase require detector moderate level computation overhead comprehensive experimental result demonstrate method achieve performance gain +2.9 +10.2 AP50 previous state art challenging COCO benchmark strong teacher model code be provide https url,"Chuhan Zhang, Chaoyang Zhu, Pingcheng Dong, Long Chen, Dong Zhang",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.11004,VA AR Learning Velocity Aware Action Representations Mixture Window Attention,action recognition be crucial task artificial intelligence significant implication various domain initially perform comprehensive analysis seven prominent action recognition method five widely use dataset analysis reveal critical previously overlook observation velocity action increase performance method variably decline undermine robustness decline performance pose significant challenge application real world scenario build finding introduce Velocity Aware Action Recognition VA AR framework to obtain robust action representation different velocity principal insight be rapid action e.g. giant circle backward uneven bar smash badminton occur short time interval necessitate small temporal attention window to accurately capture intricate change conversely slow action e.g. drink water wiping face require large window to effectively encompass broad context VA AR employ Mixture Window Attention MoWA strategy dynamically adjust attention window size base action 's velocity adjustment enable VA AR to obtain velocity aware representation thereby enhance accuracy action recognition extensive experiment confirm VA AR achieve state art performance same five dataset demonstrate VA AR 's effectiveness broad spectrum action recognition scenario,"Jiangning Wei, Lixiong Qin, Bo Yu, Tianjian Zou, Chuhan Yan, Dandan Xiao, Yang Yu, Lan Yang, Ke Li, Jun Liu",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.10992,rethink Rotation Invariant Recognition Fine grain shape Perspective Contour Points,rotation invariant recognition shape be common challenge computer vision recent approach have significantly improve accuracy rotation invariant recognition encode rotational invariance shape hand craft image feature introduce deep neural network however method base pixel have too much redundant information critical geometric information be prone early leakage result weak rotation invariant recognition fine grain shape paper reconsider shape recognition problem perspective contour point rather pixel propose anti noise rotation invariant convolution module base geometric aware fine grain shape recognition module divide shape contour multiple local geometric regions(LGA where implement finer grain rotation invariant coding term point topological relation provide deep network compose five such cascade module classification retrieval experiment result show method exhibit excellent performance rotation invariant recognition fine grain shape addition demonstrate method be robust to contour noise rotation center source code be available https url,"Yanjie Xu, Handing Xu, Tianmu Wang, Yaguan Li, Yunzhi Chen, Zhenguo Nie",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.10982,enhanced Multi view Pedestrian Detection use probabilistic Occupancy Volume,occlusion pose significant challenge pedestrian detection single view to address multi view detection system have be utilize to aggregate information multiple perspective recent advance multi view detection utilize early fusion strategy that strategically project feature ground plane where detection analysis be perform promising approach context be use 3d feature pull technique which construct 3d feature volume scene sample correspond 2D feature voxel however create 3d feature volume whole scene consider potential location pedestrian paper introduce novel model that efficiently leverage traditional 3d reconstruction technique to enhance deep multi view pedestrian detection be accomplish complement 3d feature volume probabilistic occupancy volume which be construct use visual hull technique probabilistic occupancy volume focus model 's attention region occupy pedestrian improve detection accuracy model outperform state art model MultiviewX dataset moda 97.3 achieve competitive performance Wildtrack dataset,"Reef Alturki, Adrian Hilton, Jean-Yves Guillemaut",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.10981,Unlocking Open Set Language Accessibility Vision Models,visual classifier offer high dimensional feature representation that be challenge to interpret analyze text contrast provide more expressive human friendly interpretable medium understanding analyze model behavior propose simple powerful method reformulate visual classifier can be access open set text query compromise original performance approach be label free efficient preserve underlie classifier 's distribution reasoning process thus unlock several text base interpretability application classifier apply method 40 visual classifier demonstrate two primary application 1 build label free zero shot concept bottleneck model therefore convert classifier to be inherently interpretable 2 zero shot decoding visual feature natural language application achieve state art result greatly outperform exist work method enable text approach interpret visual classifier,"Fawaz Sammani, Jonas Fischer, Nikos Deligiannis",14/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.10959,OuroMamba Data free Quantization Framework Vision Mamba Models,present OuroMamba first data free post training quantization DFQ method vision Mamba base model vmm identify two key challenge enable dfq vmm 1 VMM 's recurrent state transition restrict capturing long range interaction lead semantically weak synthetic datum 2 vmm activation exhibit dynamic outlier variation time step render exist static PTQ technique ineffective to address challenge OuroMamba present two stage framework 1 OuroMamba Gen to generate semantically rich meaningful synthetic datum apply contrastive learning patch level vmm feature generate neighborhood interaction latent state space 2 OuroMamba Quant to employ mixed precision quantization lightweight dynamic outlier detection inference specific present thresholding base outlier channel selection strategy activation that get update time step extensive experiment vision generative task show data free OuroMamba surpass exist data drive PTQ technique achieve state art performance diverse quantization setting additionally implement efficient GPU kernel to achieve practical latency speedup 2.36x Code will be release soon,"Akshat Ramachandran, Mingyu Lee, Huan Xu, Souvik Kundu, Tushar Krishna",13/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.10940,Automated Tomato Maturity Estimation use optimized Residual Model Pruning Quantization Techniques,tomato maturity play pivotal role optimize harvest timing ensure product quality current method struggle to achieve high accuracy computational efficiency simultaneously exist deep learning approach accurate be often too computationally demand practical use resource constrain agricultural setting contrast simple technique fail to capture nuanced feature need precise classification study aim to develop computationally efficient tomato classification model use ResNet-18 architecture optimize transfer learning pruning quantization technique objective be to address dual challenge maintain high accuracy enable real time performance low power edge device then model be deploy edge device to investigate performance tomato maturity classification quantize model achieve accuracy 97.81 average classification time 0.000975 second image pruned auto tuned model also demonstrate significant improvement deployment metric far highlight benefit optimization technique result underscore potential balanced solution that meet accuracy efficiency demand modern agricultural production pave way practical real world deployment resource limit environment,"Muhammad Waseem, Chung-Hsuan Huang, Muhammad Muzzammil Sajjad, Laraib Haider Naqvi, Yaqoob Majeed, Tanzeel Ur Rehman, Tayyaba Nadeem",13/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.10937,chatgpt Encounters Morphing Attack Detection Zero Shot MAD Multi modal large Language Models General Vision Models,Face Recognition Systems FRS be increasingly vulnerable face morph attack prompt development Morphing Attack Detection MAD algorithm however key challenge MAD lie limited generalizability unseen datum lack explainability critical practical application environment such enrolment station automate border control system recognize most exist MAD algorithm rely supervised learning paradigm work explore novel approach MAD use zero shot learning leverage Large Language Models LLMs propose two type zero shot MAD algorithm one leverage general vision model other utilize multimodal llm general vision model address MAD task compute mean support embed independent support set use morph image llm base approach employ state art GPT-4 Turbo API carefully craft prompt to evaluate feasibility zero shot MAD effectiveness propose method construct print scan morph dataset feature various unseen morphing algorithm simulate challenge real world application scenario experimental result demonstrate notable detection accuracy validate applicability zero shot learning MAD task additionally investigation LLM base MAD reveal multimodal LLMs such ChatGPT exhibit remarkable generalizability untrained MAD task furthermore possess unique ability to provide explanation guidance which can enhance transparency usability end user practical application,"Haoyu Zhang, Raghavendra Ramachandra, Kiran Raja, Christoph Busch",13/03/2025,Computer Vision and Pattern Recognition
10.48550./arXiv.2503.10931,multi domain Biometric Recognition use Body embedding,biometric recognition become increasingly challenging move away visible spectrum infrared imagery where domain discrepancy significantly impact identification performance paper show body embedding perform well face embedding cross spectral person identification medium wave infrare MWIR long wave infrare LWIR domain lack multi domain dataset previous research cross spectral body identification also know Visible Infrared Person Re identification VI ReID have primarily focus individual infrared band such near infrared NIR LWIR separately address multi domain body recognition problem use IARPA Janus Benchmark Multi domain Face IJB MDF dataset which enable matching short wave infrare SWIR MWIR LWIR image RGB VIS image leverage vision transformer architecture to establish benchmark result IJB MDF dataset extensive experiment provide valuable insight interrelation infrared domain adaptability vis pretraine model role local semantic feature body embedding effective training strategy small dataset additionally show finetune body model pretraine exclusively VIS datum simple combination cross entropy triplet loss achieve state art map score LLCM dataset,"Anirudh Nanduri, Siyuan Huang, Rama Chellappa",13/03/2025,Computer Vision and Pattern Recognition
