Tweet_ID,Teaser_Tokens,Tag_Value
789,"fue party fin semana , chama . Tiene 24 cubana , puso twetter celu hackeó no extraña wow",0
790,Nueva caravana migrante instaló sur México pedir soluciones autoridades https://t.co/ICLKottwhJ https://t.co/A6EgjZd2DG,0
791,Migraciones Jockey Plaza sede aeropuerto internacional Jorge Chávez atenderán Fiestas Patrias tramitación pasaportes . 🇵 🇪 https://t.co/Q7AfLcINri https://t.co/zLi4ACMefY,0
792,"📢 Hoy llevó cabo 4ª. reunión plenaria Grupo Trabajo Refugiados Migrantes ( # GTRM ) Perú , realiza manera híbrida primera vez año . espacio , presentan próximas iniciativas trabajo coordinación socios . https://t.co/jZddadIdoK",0
793,petrosky no está borracho enguayabado está Cuba sesión brujería espada Bolívar ! uso Chávez Venezuela cochinadas ! ! !,0
794,@Walo_1901 vas meter chamos Jajajajajaajajajaja reviente,0
795,"Lex Sánchez , mujer lesbiana migrante venezolana dió cita # MarchaDelOrgullo2022 tarde Quito . ¡ Escúchala ! 👇 🏾 https://t.co/ceYE73hehg",0
796,"hombre , veneco invite Veracruz vuelvo fan account",0
797,@lauraacorazon Belleza mujer venezolana,0
798,""" 🍁 Palabras venezolanas : 100 frases , regionalismos , modismos expresiones venezolanas graciosas populares ... https://t.co/cA5FfAA0gD """,0
799,"@carlosmusicspot Sí , hecho ahí dice , entonces no está nada alejado Quito ya sea , no olvides cantidad venezolanos han ingresado país mayoría asienta allá .",0
800,@Citytv es atracado @TransMilenio sector central @Bogota NQS AvCaracas Cll6 Cra10 ladrones venezolanos puede encontrar domingos Parque Cll2 X Cra17 @Alca_Martires 9 am están tomando licor falta día .,1
801,"subdirectora general Servicio Nacional Migración , @misabelsaraviam participa junto viceministro Seguridad @pittiivor conversatorio retos acciones frente incremento necesidades humanitarias región . https://t.co/yQvPwiWhvb",0
802,"@OOCprogresismo Mejor no digo 🤐 ... diré , Europa decadencia permitir inmigración africanos .",1
803,"OIM trabaja acelerada darle status legal ilegales Haití , debemos sacar OIM país . nuevo invento es refugiadas , víctimas trata .",0
804,@_REDInformativa Venezolano . Envíenle regreso,1
805,@PersonajeDTurno más veneco país . Peor ha Sido .,1
806,Tribunal niega gobierno Maduro acceso reservas oro venezolanas https://t.co/tTRufAfQuG https://t.co/0sF913V5ee,0
807,"Abrir cuenta bancaria , lograr seguro vida , productos crédito incluso , empleo , es muy difícil hoy migrante Colombia , es acá vamos enfocar .",0
808,"Suspenderá exploraciones fracking extraer petróleo así salvar planeta , acabará Ecopetrol . Importará petróleo Venezuela así salvar PDVSA , petróleo no hace daño planeta . Así son . # ONC_Col",0
809,@movim13nto @DiegoFi27933574 generación estudiantes venezolanos años 80 90 vendieron alma diablo ... sea Hugo Chávez .. ya ven resultado .. Zoocialismo Muerte ! ! gritaron .. muerte cayó vías Zoocialistas ..,0
810,@ElGatoGrone @RodrigollSD @RoloAL1901 INDOCUMENTADO fútbol . GATO cuéntale señorito Jaime Duarte pidió monto elevado dinero firmar intension desanimarlos . Padre Cesáreo no puso reparos contrató . Salió campeón ALIANZA DIDI,0
811,Abeses ay ser fuertes regresar ala realidad separación # family @JR64745539 # AmericanFamiliesUnitedAct HR2920 @amerifamsunited @dreamers2gether @RepCarlos # Miami # Inmigración # help # Inmigrantes # District26 https://t.co/eUrqFkPjQq,0
812,"Duque : ofrecer ETP venezolanos hubiera bajado popularidad , igual habría hecho ( Video )",0
813,@juanborrelli Chamos,0
814,integración inmigrantes funciona mejor inmigrantes encargan .,0
815,@bipajenkins No ando vestida zapatos bandera Venezuela 🤣,0
816,Tu eres mio papeles así cero corazónes rotos CNCO MI LUZ # CNCOWNERS # KCAMexico @CNCOmusic,0
817,"@UAlfonzo Chamo , tostadoras pan tostiarepas también duraban cuatro días 🥲",0
818,"Fui comprar helado chama dijo buenas tardes disfrutes , vengo digo igualmente . Dios matenme",0
819,# ULTIMAHORA Yaracuyanos FC dice “ NO ” Cristiano Ronaldo Fabrizio Romano equipo Venezolano rechazó oferta Jorge Méndez portugués juegue equipo . https://t.co/VVhU5VNicg,0
820,@AnthonyLaser8 Chamo estoy vieja ! ! 🙄,0
821,# PPJusticia | Organización Mundial Migraciones entregó equipos tecnológicos Ministerio Interior Policía trabajo trata personas últimos 3 años medio han rescatado 136 víctimas trata 51 tráfico ilícito migrantes https://t.co/PU586xUjss,0
822,@jcpastrana Ud está refugiado España después andar,0
823,"Sumado , norma puede tener serie efectos perniciosos población migrante refugiada , incrementando vulnerabilidad ; :",0
824,GENTE no olviden ser ver anuncios idol chamo mubeat ! ! !,0
825,Debería finalmente aceptar cultura lugar buscarla ? es tan complicado asimilar cultura es colombiana no hay inmigrante random cambie ascendencia xdd,0
826,"📻 aire # 10AM María Corina Machado ( @MariaCorinaYA ) , líder partido opositor venezolano ‘ Vente Venezuela ’ exdiputada Asamblea Nacional país . https://t.co/N21741cqNB",0
827,¡ gran noticia ! Muy felices @elderechoalno @otraparte profundizar trabajo integración migrantes refugiados venezolanos 🇻 🇪 Colombia .,0
828,# Video | Familia migrante nigeriano asesinado Italia exige justicia https://t.co/ejHb57gcK7,0
829,Más 30 JAC documentos reconocer nuevos dignatarios - https://t.co/wcRBReDFF9,0
830,"# Entrevista “ Venezuela es suerte guarida han ido esconder cabecillas Farc , ELN . Venezuela ha convertido pieza clave eje delito , narcotráfico nivel internacional ” @alcaldeledezma → https://t.co/FWIFywzgNW",0
831,"# Consulta chica migrante no tiene carné extranjería , ende , no puede acceder SIS , tiene situación gravísima salud ( anemia extrema ) , debe hacer ? Estoy tratando ayudarla , hay forma pueda ser vista buen médico ?",0
832,"Ecuatorianos : Estamos pagando caprichos Ordóñez , no sabe pepino seguridad pública . hospitales falta hilo sutura , vez hay más migración , más sicariatos , más robos menos trabajo … aguantamos ? https://t.co/KIWE1Umtnv",1
833,Holaa broo aqui presento set soy venezolano vivo colombia saludooos chamo @WestCOL _ https://t.co/jkVWlpnTgh,0
834,"@ClaudiaLopez @AlcaldiadeBosa tenemos más 6 RUTAS PIRATAS , TODOS SABEN SALEN VAN @TransitoBta EXTRAÑAMENTE NO HACE NADA , rutas escolares mal estado , papeles , respetar semáforos , NADIE AYUDA @BluRadioCo @NestorMoralesC @ricarospina",0
835,"Pidieron fans anticipar futuras colaboraciones negociaciones paz ELN , defensa ambiente derechos lxs migrantes . Aquí vídeo publicado Dispatch 👇 https://t.co/DZWf7ViWVj",0
836,"@TeamRojas45 Jajajajajajajajajaja chama nooo , riisaaaa 😂",0
837,@leoalvaradoofc Veneco 🥺,0
838,"@ViviamSarita83 @NoticiasRCN ejemplo casos niños venezolanos abandono padres responsables fallecieron , hace falta restablecer relaciones buscar redes familiares regresarlos país .",0
839,Cinco ciudadanos Ecuador fueron detenidos unidades migración Panamá aeropuerto internacional Tocumen . Tenían visas mexicanas fraudulentas . evidencia nueva ruta usada coyoteros llevar migrantes Ecuador EE.UU Vía : Christian Sánchez https://t.co/ccrW8awjsu,0
840,"cosa es entiende chama pueda sentir agobiada chamo momento fue irrespetuoso , mensaje diciendo olvidó escribirle hablando claro arregla tener exponerlo https://t.co/hw8Vr9nAKP",0
841,¿ Necesitas tramitar pasaporte ? solicita cita adicional Breña revisa horarios atención AQUÍ https://t.co/jqCVkjovmj,0
842,"@Acnur través @CDHGYE realizó entrega tablets uso comunitario @Acobag . parte apoyo inclusión educativa niñez adolescencia refugiada , migrante Acogida . https://t.co/C1ObJgmxS2",0
843,"https://t.co/PC11UwfbcU Ayúdemoslo compartamos historia , tengo conocimiento tiene cuidado niña habilidades especiales , ahora enfermo , aún así siempre veo vendiendo donas sonrisa rostro amabilidad 🙌 🏻 😔",0
844,"# TalDíaComoHoy murió Arturo Michelena , pintor venezolano . # HistoryofArt # HistoryofPainting # Museum # OnlyArt # art # arte -- @neblaruz @AldrianCG @Navymat @Rebeka80721106 @J_Impressionism @anne_camozzi @ampomata @MarieFrettoloso @srzjwalters @tiquetaki @violafomina7 @Eric_Fiorin https://t.co/zWmiBTxiRV",0
845,@anasuea Venecos ....,1
846,@Citytv Grupo bicitaxistas ? No grupo venecos hijueputas bicitaxi,1
847,"@Alienhohner @CNNChile XD ... nuevo ... está hablando crimenes xD ... Estoy acusando boric inmigración ilegal ? No , estoy acusando boric robos dineros fiscales ? No xD ... Estoy desconociendo datos ? Tampoco xD , solo digo no es estoy hablando xD",0
848,"conto , chama no zap",0
849,bellos vecinos venecos ( venezolanos ) puto bullicio !,1
850,"Cuatro bandas delincuenciales fueron desmanteladas trata ‘ chamos ’ , ‘ Looney tunes ’ , ‘ cancha ’ ‘ Castro ’ responsables homicidios , extorsiones tráfico estupefacientes comunas Cali , operativos fueron capturadas 37 personas . https://t.co/SXm4eGqqSQ",0
851,Embajador Venezuela Líbano reúne Ministro Información fortalecer relaciones bilaterales https://t.co/0FkI9J6mD3 @CancilleriaVE,0
852,"@Movistar puede tener días internet , suspendes servicio , igual cobra . haces migración , normativa @OSIPTEL , suspenden línea no pagas servicio no brindado . usuario es última rueda coche , siempre .",0
853,@Lushka83020544 @PedroCastilloTe Así . Hace tiempo USA deportó Venezolanos ..... llevó Colombia .,0
854,"Son 10 mil km2 entrega @NicolasMaduro iraníes , tener idea , 90% territorio Táchira , son tierras fueron expropiadas campesinos venezolanos ahora pasan iranies , somos colonia . Saldrán elecciones ?",0
855,ONG denuncian Gobierno griego Fiscalía no salvar refugiados https://t.co/Gi1Ha0JxKO,0
856,@plumiferosoutOC chamos nacieron Collique ?,0
857,"Cdla San Francisco , Milagro , hecho violento dejó dos heridos fallecido . Marilyn León contreras 23 Luis José Fuelmayor Chirino , 10 años , quedaron heridos , Edwin José García Chirin , 23 años , nacionalidad Venezolana , murió instante . https://t.co/icChvYNDhA",0
858,# DelMismoLado | Ana María Archila ha dedicado vida trabajar derechos inmigrantes Estados Unidos . 👇 https://t.co/o7ORQ8EuQX,0
859,Europa entrega refugiados governos criminosos ! https://t.co/9bzhbP71Ve,0
860,@LuisRFuentes32 @LuisRFuentes32 amigo venezolano presento # Colombia deja dijo @AlvaroUribeVel 20 años uribismo narcoparamilitar ( 2002-2022 ) . años lleva chavismo poder # Venezuela ? # ElFuturoEsDeTodos # DuqueEsElQueEs # NoMasUribismo https://t.co/ShzzeKVN2l,0
861,"🚩 "" Estoy perdida "" : Colapsan albergues inmigrantes Nueva York ( Video ) ► https://t.co/fX9AbUVTRT https://t.co/WTySaZeLrL",0
862,@UyLuis @mariapaulamb _ llama maría Paula no vale chamo !,0
863,@PausolinaP Gracias tanto @PausolinaP abrazo distancia . Seguimos luchando Venezuela Libre Venezolanos,0
864,"Maldita sea ! Odio atender Venecos . ! Venecos , creen no hay protocolos no entienden términos condiciones . Dame paciencia , tenga fuerza mato 🙄",1
865,@diariodeavisos PRIMERO LOCALISEN ÁRABES SIN DOCUMENTOS PUDO SER VENDIDA MODO OPERAN DI REVICEN PUERTOS MAS SERCANOS TENERIFE ? ? ? ? ? ? ? ? ? ?,1
866,Oe Yesus Cabrera no es veneco,0
867,@PeterDraft Siguen hablando chamo parece muñeca trapo viejo ?,0
868,"As . @juanflores18 realiza exposición respecto Proyecto # LeyContraTrataPersonas , resalta trabajo articulado Comisión , fin afrontar realidades migrantes , son nuevas formas esclavitud S. XXI mayor ingresos genera . https://t.co/yAu1DBdI2c",0
869,@J1_aguad @VandaloDelSur sea fomenta migración es Colombia no voluntad venezolanos huir régimen . Salga calle pregunté huyen es culpa relaciones diplomáticas Colombia . Despierte aguebado,0
870,"@gusgomez1701 @CaracolRadio Siga CREYENDO CHULOS ALIMENTAN GRAMÍNEAS . OJALÁ NO NOS TOQUE VENECOS COBARDES ERRANTES NÓMADAS MALETA HOMBRO PIDIENDO LIMOSNA . NO HAN TOMADO PODER YA ESTÁN AMENAZANDO "" REYES MIDAS "" SARCÓFAGO HISTÓRICO ! ! 10.5 DIJIMOS NO .",1
871,"URIBISMO= POBREZA Antes gobierno Uribe vendíamos Venezuela 7000 millones Dólares , ahora no hay no contrabando violaciones mujeres Venezolanas horror 😱 😡 🤮 😢 https://t.co/Mn2rn5yoI3",0
872,Tres asesinatos perpetrados dos inmigrantes desatan graves disturbios Ejido ( Almería ) - https://t.co/IeM2MIiPoG,0
873,"Economía exportaciones batiendo records , 10.000% aumento energías renovables ; menores tasa homicidios ; 99.6% cobertura salud ( incluidos inmigrantes ) ... mucho más , pesar pandemia paro . Negar enormes logros @IvanDuque es mezquino . https://t.co/zt0NXFmU46",0
874,🙏 🏽 ¿ no quiere mejor nuevas generaciones ? Son futuro . 🌍 personas han tenido emigrar . Antonio Lombardo habla experiencia pensar infancia juventud migrante . ℹ️ # TúTambién iniciativa # FAMSI @CooperacionAND @IgualdadAND https://t.co/mpDLBfsVMn,0
875,"saben sentimientos chama 19 años lejos familia , atacada compatriotas , siendo llamada chavista , viendo cuestionan orientación sexual , amenazan .",0
876,madre migrante ecuatoriana mató tres hijos 5 12 años # EEUU . mujer cuidaba niños guardería » https://t.co/W3RpKOSBHO https://t.co/v7GvqIBnc0,0
877,VOX es no puede echar inmigrantes . https://t.co/2qm4Z4FLcz,0
878,@Kufrus1 @TAGHeuer mismo he pensado jajaja . Hoy dia .. atraquen inmigrantes roben,1
879,# BitácoraInforma Karen Juanillo Arboleda ganó beca internacional Globalink Research Internship participar proyecto investigación relacionado trabajo mujeres inmigrantes afrodescendientes Lakehead University ( Canadá ) . + Info : https://t.co / PWaVmHfADq https://t.co/lOztpCXmQs,0
880,"@vanedelatorre Internacionalmente dejó involucrar oposición venezolana iba tumbar Maduro salvar pueblo venezolano . No hizo cosquillas convocatoria bloquearlo , tocó adoptar migración venezolana miseria total . # quedejaDuque ?",0
881,"Maracucho manifiesta no vayan USA selva Darien , frontera Colombia Panamá . # selvadeldarien # migrantes # maracuchos https://t.co/eGKmpizCCB",0
882,"cantón Yaguachi , Erickson Trujillo , venezolano 23 años , fue interceptado 4 personas , arma fuego machete interceptaron , robaron , golpearon intentó huir , dispararon . víctima encuentra hospital , pronóstico reservado https://t.co/pJxzyo53JZ",0
883,# Opinión aplaudir : migrante venezolano convirtió vagones TransMilenio aulas clases # MañanasBlu https://t.co/o7C3zIdpna,0
884,@adrian_076 @jguaido pana estás obsesionado Guiado . gusta chamo ?,0
885,"@MigracionesPe necesito gestionar visa viajar ineptos no dan cita ; mucho socialista parásito ahora migraciones no pueden entregar siquiera pasaportes ya llevan año poder , ineptos",0
886,"@TaniaRamirezCo Tania lectores , posiblemente , molestaràn honor verdad ; también fuimos explotadores migrantes , aprovechamos vilipendiamos cansancio . No podemos escandalizarnos ahora .. ! !",0
887,"Joseph Quinn fue detenido inmigración EE. UU. 20 minutos oficial reconoció interpretó Eddie Munson . "" colegas miró , miró dijo : ' ¡ Deja Eddie paz ! ' "" . https://t.co/2ghCixo7CZ",0
888,"@JorgeDimitrof @gustavrangel @mariemolia @rpadpre @MunicipioQuito @PAEecuador No , es venezolana .",1
889,"@Josedetemple @electo_mania fuera no pedirían subvenciones ayudas desgravaciones contribuyentes privados . "" Atender más necesitados "" "" no dar inmigración "" ... vaya contradicción .",0
890,@wallstwolverine ESOS SON IMIGRANTES VIENEN ESPAÑA INDOCUMENTADOS ASCO YO DEPORTARIA NO VOLVERAN,1
891,"@JRpovedaF Vaticano dio propio Código Derecho Canónico , tienen cierto grado autonomía ( ejemplo , establecer propias diócesis países hay inmigrantes fe ) , etc. llaman Iglesias católicas rito oriental , ejemplo son maronitas Líbano .",0
892,"@IvanDuque @NicolasMaduro @petrogustavo 📻 "" no creo castrochavismo traslade Colombia "" : José Fernando Bautista , exembajador Colombia Venezuela . # 10AM",0
893,Buenos días ... tengan maravilloso jueves . 🍁 💜 # venezolana https://t.co/ZLaASzGKcn,0
894,"@MAR222001 @Volaverunt91 @MrWanuel_ESO Puede ser , es raro país no muy amigo inmigrantes es Japón",0
895,@ShemaleVibe Hermosa mujer bella valery paisana venezolana @venezolanats webo hermosos pies son encantadores,0
896,Construir futuro migrantes refugiados : Crecer juntos co ... https://t.co/hu97CXcZoA través @YouTube,0
897,"@BluRadioCo Es negocio ilegal , inseguro , irresponsable control . Usan vías antojo respetar señales tránsito , adueñaron ciclorrutas hecho mayoría son motos papeles , seguros tecno . ciclista ciudad agradece decisión 🙌 🏼",0
898,"@Jelizackie Lárgate entonces borrega , Cuba , Venezuela , Argentina Nicaragua , no irás EEUU",0
899,caída fracturó único venezolano grupo 😭 😭 😭 https://t.co/dot9bujb9p,0
900,"trata personas es problemática afecta principalmente mujeres migrantes refugiadas . Hacemos llamado acompañamiento , prevención acción evitarla . ​ # DíaMundialContraLaTrata @UNODC_ROPAN https://t.co/QxuJn58zMg",0
901,"# EsViral 😱 Angustioso momento vivieron migrante bebé intentar cruzar río fin semana pasado viralizó video ve momento migrante bebé brazos , luchan corriente ríos atraviesa Tapón Darien . https://t.co/UtObvKziNt",0
902,manera par machos borrachos idénticos yéndose traques es igual ejército fuertemente armado tanques disparan nueve misiles simultáneamente muchachos refugiados palos latas . tibiamenta uriverde tuitera no decepciona decepcionar .,0
903,"@MaryPer13375153 @elespectador mayoría son Venecos , pueden votar",0
904,"Hay veces no queda más opción salir país . ha ocurrido millones personas refugiadas mundo . ¿ No crees merecen nueva oportunidad ? # MeTuveQueIr ver más , visita : https://t.co/jIOPqLxT7Y https://t.co/KuB3MmT3zL",0
905,"Garantizar protección derechos laborales personas trabajadoras , incluidas migrantes refugiadas es responsabilidad Gobierno , empleadores Servicio Público Empleo . Conoce Guía aquí 👇 🔗 https://t.co/8Hn0Q0BLoT. https://t.co/fKAwGCj76",0
906,"@villarre201076 Así decían venezolanos , venezuela no es cuba Chávez no es Castro miren quedó Venezuela",0
907,# BDP # EnVivo | SIGUEN LARGAS COLAS . Usuarios amanecen pasaportes # Migraciones . Míranos VIVO ► https://t.co/gj7lGwGLNU # PanamericanaTelevisión # NoticiasPanamericana # Breña https://t.co/wqQf5yCzkv,0
908,Diosmio cantidad venecos profesionales pridiendo plata kys 😞 * Cof cof *,0
909,Infierno # TrataDePersonas Nota prensa @larepublica_pe 📢 https://t.co/mL0Jr5MHbJ https://t.co/ldoLtytRsj,0
910,@Josedetemple @electo_mania Hace tiempo argumento opinión datos . inmigración tiene origen claro ilegal beneficiarios más claros ...,1
911,"personas necesitamos alimentarnos 🍴 sobrevivir , importar nacionalidad . Ecuador , personas refugiadas migrantes adoptaron estrategias dificultad obtener alimentos 🥫 . Conoce más : https://t.co/51d6sBLvT9 # PlataformaR4V https://t.co/gpIG3cpGqU",0
912,"mujeres no regalan , tenemos demostrar valía permanentemente . inmigrante , documentos , ciudadanos segunda hasta tercera categoría . decidan migrar , eres mujer inmigrante , piense muy bien van .",0
913,"@Sudamericana @Sebasti56040209 apoyas ? iré chamo Suárez , digo nacional",0
914,"● # Migración Petro recibe país 2,5 millones migrantes venezolanos - Más : → https://t.co/5Jz0TC3hjV https://t.co/rMLAvQzfVD",0
915,Ser migrante es sinónimo muerte tiempos . https://t.co/fiUT0m6T8h,0
916,@PedroCastilloTe 72 horas venecos delincuentes ? ? ? ? ?,1
917,"📈 Es urgente revisar mejorar políticas protección social inserción laboral prestar atención especial sectores más castigados desempleo precariedad , jóvenes , mujeres población migrante . # Desempleo # Julio https://t.co/Mo0lvcCyFd",0
918,"@Dubrska_25 Coño no , chama no .",0
919,@BIG_CH0L0 Hace días ví reinas belleza tres iban Kia Sportage chamas demasiado guapas nivel dios,0
920,@PartidoMIRA @AnaPaolaAgudelo bien migrantes,0
921,"📢 Hoy presentamos Evaluación Conjunta Necesidades # PlataformaR4V Ecuador . trata reporte 📰 muestra situación personas refugiadas migrantes 🇻 🇪 país 🇪 🇨 , basado encuestas 🖊 ️ realizadas # GTRM . Lee más : https://t.co/ih33czzsOW https://t.co/iYyiooJqqi",0
922,"@Raga1308 No interesa llanto Veneco , https://t.co/OkJiExDPFT",1
923,"@HOLLMANMORRIS @DanielRMed @IvanDuque @petrogustavo ? dice creemos ... dijo , había empezar devolución "" voluntaria "" migrantes huyen más feroz dictadura violación DDHH Venezuela . ¡ no jodas !",0
924,"@juanchamo21 Juan Chamo , ¿ no eres más listo pueblo , verdad ? Tengo perro , tengo gatos pasa llevo clínica hacer pruebas casa no puedo ! no hablar desconocido no tiene venir casa está hija 4 años .",0
925,Chamo es maldición siempre termino parkway,0
926,"@Lina97510555 @ELTIEMPO Puedes internarse casa familia dan sueldo , techo , comida , sueldo ayudas familia . veo muy feo estar pidiendo , dignidad , fuí inmigrante hace 30 años quedé sola d 15 años hermanito d 11 , madre murió , jamás pedí , siempre trabajé !",0
927,Sube desempleo Alemania incorporación refugiados ucranianos https://t.co/6z2NZ9r0p4,0
928,"[ HOY Domingo 31 julio Centro AMOR @OIMEcuador estamos “ Gran Feria Intercultural ” Casa Somos Carcelén Bajo , brindado información orientación temas interés población migrante , refugiada comunidad acogida . # NoParamos https://t.co/ShVPsphp6",0
929,Fiestas Patrias 2022 : conoce sedes Migraciones atenderán feriado largo tramitar pasaportes https://t.co/gtMJGj4ADa,0
930,solo pasa : salir roadtrip documentos personales,0
931,"25 julio conmemora Día Internacional Mujer Afrodescendiente , fecha elegida primer congreso reunier más 400 mujeres latinoamericanas Caribe 1992 República Dominica . Sexismo , discriminación , pobreza , migración violencia .",0
932,Daaa cule rumba mamó veneco cubano 😬,0
933,@Edinho1901 serio serán chamos ? Jajajaja . han llegado Innova,0
934,"@KarollaN2 bajaría Gallo AAA subo chamo , es más puede pasar ? tampoco batee , ajá . bueno , apellido es Falco no Cashman 🤣 🤣 🤣 🤣 🤣",0
935,@YorryWarthon @PedroCastilloTe Parece mucho cantidad viajes exterior revisar inmigraciones cantidad viajes realizados ahí está respuesta interrogante parece juega cachetes,0
936,"@julianaoxenford Muy linda tiempos ahora huesitos , sigue linda loca , suerte esposo . Gran discurso Castillo puros montos presupuestar morder Chotano , hablo miles , debe saber ahora hay millones peruanos 2 milloned venecos mal viviendo",0
937,@ahbuenosiquiera Chama honor 🙏 🏼 ♥,0
938,"“ Hablar empoderamiento femenino ciudad es sencillo , encuentra historias mujeres migrantes es reconoce aporte tan impresionante hace población migrante ” : Tatiana Olejua Lozada # LanzamientoCdR",0
939,"HUELLAS INMIGRANTES Nadie sabe sufre inmigrante , deja tristeza suelo patrio ; veces ojos brota llanto silencio , va rezando lamentos . tristeza , por , no abandona ; quisiera , veces , regresarse ...",0
940,"llegue Brasil 15 . Sabia poco , vez papá habiamos conversado , anécdota . colegio no era tan explicito , teníamos Servicio Jesuita Refugiados . ahi formandonos desplazamiento ( queriamos ) aprendi muchisimo . https://t.co/u9XaWPQ3EU",0
941,@VandaloDelSur bueno establesca plan deportar inmigrantes vinieron solo robar delinquir . bienvenidos Colombia quieran trabajar aportar progreso,1
942,"@pacofloresc Epa chamo , buena suerte .",0
943,"# Internacionales | Datos 2021 muestran son miles colombianos están comprando inmuebles aprovechar Programa Inmigrantes Inversionistas estadounidense , conocido “ EB-5″ , permite obtener residencia permanente https://t.co/uEuLTtO6In",0
944,"Regalar regalar dinero , comprando adeptos estilo venezolano cubano",0
945,"@JoseFig15360647 @Enrique_GomezM Veneco haces metido pais ajeno opinamdo , basura humana",1
946,pésimo servicio migraciones srsly,0
947,@rcnmundo ONU no sirve nada don sigifredo miremos GESTION venezuela CERO cuba CERO proceso farsa paz CERO organizacion no puede confiar bien denuencie,0
948,"aquí casi 30 años , soltero , deprimido , desempleado , país ajeno indocumentado , cojer hace uff ganas comprarme iPhone . realidad ahorita caen mojones .",0
949,¿ gustaría trabajar personas # refugiadas ? ¡ Súmate equipo 💙 ! @ACNURPeru estamos búsqueda profesionales posición : ➡ ️ Pasante Diseño Gráfico Revisa requisitos postula aquí 👇 🏼 https://t.co/Ke7uFFQvAD https://t.co/v6QOduMKNI,0
950,"jardinero venezolano David Peralta fue cambiado Rays Tampa Bay , informa @ByRobertMurray",0
951,@Itacamed @RepublicaNow Vuelvete Veneco ... Allá regalan propiedades mantiene estado . Veee quedas turno 🤗,1
952,# Migración | dos países norteamericanos aumentan más 4.000 deportaciones Cuba va año. 👇 https://t.co / iJd1eEPRMd,0
953,"@MafeCarrascal @CarolinaCorcho Ojo dato hasta Venecos país sistema , huyeron tesis progres Venezuela Veremos harán",0
954,"@elverdu9 @Joe84801268 DELINCUENCIA POLITICA BOLIVARIANA ORGANIZADA , quiere robarle oro venezolanos , usurpadores , creen no es usurpación .",0
955,Ipsos presenta datos interés preocupa mundo : https://t.co/9dlv3TEQHv # Ipsos # GameChangers # Refugees # Refugiados https://t.co/03dckK07Nr,0
956,"@psecada @rbarbaranr no sabes reglas inmigrante Nipón hijos nacidos Perú 🇵 🇪 , mejor cállate 🤫 . Vomita odio ! !",0
957,@ErrorArbitralTR Sinceramente ilusiona 0 llegada ya selección . Apoyarle exigirle clasificación buena participación Copa América . bueno obviamente sale 2 volantes marca 5 defensas partidos Bolivia venezuela Habrá puteada https://t.co/1Y5rXRLR9W,0
958,"Odio trámites venecos , estoy migración , horror .",0
959,@subcantante dijeron VENECOS miré ... inundaron cartillas VERDAD ABSOLUTA .... hoy viven miseria adorando demonio MUERTO sodomizó arruinó ..... VER ... Krapulita despierta @UNESCO https://t.co/mq2zWuwKgD,0
960,Precios oficiales hay # Cuba # Venezuela van comprar # cubanos # venezolanos no encuentran . genios # indígenas quieren precios oficiales seamos miserables hambre . # Iza banda son brutos economía .,0
961,participación Venezolanos Colombia esperan Petro política migratoria inclusiva https://t.co/ptSv4eUEz6 @OV_URosario @PoliticaUR @URosario @GEPIURosario @CERI_URosario @consejo_cpgdu @apeco_urosario @UR_Regiones @EditorialUR @URInternacional @URinvestigacion,0
962,"@AlarkonMaurizio @juandiegodev @IvonneMilenaGo Siga miopía selectiva , hay país más pobre hasta tiene constitución EEUU llama Haití importa es Colombia , acá tenemos mayores migraciones desplazamiento mundo gobiernos derecha , son millones . Miope .",0
963,"# Migración | pandilla venezolana Tren Aragua ha convertido principales amenazas Sudamérica , siendo Chile último destino . Investigación InSight Crime. 👇 https://t.co / YiMox8QfEQ",0
964,Fiestas Patrias 2022 : conoce AQUÍ sedes Migraciones atenderán feriado largo https://t.co/Aki90AoEyY,0
965,# Chocó | vídeo aficionado registró angustioso rescate selvas Darién departamento ; migrante bebé fueron arrastrados corriente río . # tpnoticias https://t.co/5uy1p6U63 G,0
966,Atentó migraciones ! ! ! ! Cuidado Fronteras ! ! Va haber fuga RATAS ! ! ! !,1
967,"Participamos Mesa Diálogo organizaciones Cooperación Internacional asociadas Grupo Trabajo Refugiados Migrantes ( GTRM ) , socializaron proyectos están ejecutando ciudad Guayaquil . 1/3 https://t.co/jeLV9ZVeLd",0
968,Fiestas Patrias 2022 : ¿ sedes Migraciones atenderán feriado largo ? Conoce AQUÍ son https://t.co/sWvatKq7vd,0
969,@mauro23ramirez veneco ( venezolano ) calle acorrala no queda más entregar cosas * # Venezuela # DeVenezuelaPienso,1
970,ley venecos ponen Neutro Shorty volumen .,0
971,momento amiga chama gym ya no sabes decirle preséntame ñaño preséntame papi 🙈 🙈 😂,0
972,"# NoticiasCapital | fin prestar asistencia humanitaria refugiados llegan Bogotá , @personeriabta junto Consejo Danés fortalecen estrategias defender derechos migrantes . ↓ https://t.co/ALT7dZp4WJ https://t.co/A0V3rDNrwr",0
973,CNP exige publicación anteproyecto reforma ley rige periodismo https://t.co/rWluxCS9f4 vía @ElNacionalWeb,0
974,participación Lanzaron plataforma “ Hermanos Venezolanos ” apoyar migrantes - Infobae https://t.co/SNg0N0r2WU @OV_URosario @PoliticaUR @URosario @GEPIURosario @CERI_URosario @consejo_cpgdu @apeco_urosario @UR_Regiones @EditorialUR @URInternacional,0
