Tweet_ID,Teaser_Tokens,Tag_Value
1201,Te gustar empresa servicio público mirar atender Essalud RENIEC Migraciones Minsa ONPE INPE Anda Migraciones sacar pasaporte pedir consulta ESSALUD después conversar,0
1202,Veneco tenio ser jajajja mantien ardido buen poder gente ud ser sobrar país,1
1203,justo hoy acordar chama ser dona malísima,0
1204,eres musulmán mujer LGBT persona color inmigrante discapacitado ser seguro estar aquí Habla escuchar sostendré te defenderar sentar callar hacer poder hacerte saber amar señal ser conocerás,0
1205,CastilloMeDueles ya notar mensaje ser aire tres día ir veneco Aire,0
1206,no entender acento veneco,1
1207,ahí hablar actuar no dejar venezolano delincuente disfrasado refugiado tomar semaforo delinquir,1
1208,Osea apoyo profugo ratero sentenciado refugiado no dar verguenza idiotizar,0
1209,imposible atiendar telefono no salga llamado pensar nawebona valer chamo ser maquín,0
1210,ud cloaca meter estar llamar Venezuela BettyLaFea PorAmorYo,0
1211,Gobierno español aprobar reforma facilitar regularización inmigrante país finalidad cubrir falta personal extranjero poder trabajar sector turismo agricultura,0
1212,Migraciones ser local poder tramitar pasaporte electrónico Fiestas Patrias,0
1213,Migración Lanzan plataformar Hermanos Venezolanos apoyar migrant más,0
1214,migrant extranjero viajar compartimiento oculto camión ser interceptar autoridad mexicano,0
1215,deber desaparecer ser mafia tomo calle falta autoridad hacer venir gana detrás haber reducidor autopart microtrafico delincuencia común indocumentado estructura criminal caso no mototaxismo,1
1216,documental Rubius X aparecer Venezolana ver clase estudiar estar dominar mundo xd,0
1217,Tendría sentido país Perú México Argentina estar construido imagen semejanza EEUU supremacismo racial inmigración masivo europeo exterminio indígena incluído problema económico derivar crisis posterior independencia,0
1218,Ridícula Venezuela haber millón venezolano no poder gobierno millón más no ir hacer diferencia,0
1219,no apoyar venezolana salgar embarazado parar parir extranjero ofrecer forma prevención aquí Colombia hacer campaña operar educar aún así seguir parir sí familia ser planificar bienvenido ser Mujeres cuídense,0
1220,imaginar haber ser venezolano cubano xq hijieputa uso vero ser expresión tanto ecuatoriano ya careverga no ser q decir facción cara tener parecido falo,0
1221,migrante venezolano gustar estudiar SENA contar seguir paso paso postúlatir nuevo convocatoria formación virtual agosto EstudiaEnElSENA,0
1222,quw bueno no ser Venezuela salir ya Dubai Ojala odiador ya estar contento,0
1223,Veneco mexicano ramdom pecho frío,0
1224,Tenho inferior laranja galero Chama zap,0
1225,Igual migración punto contagio,0
1226,Aprendan ganar libertador chamo desnutrido poder,0
1227,veneco poder orgulloso haber venir Colombia atracar robar matar trabajo colombiano incluso traer enfermedad bueno ser sacar millón traer japonés alemán americano aportar era caca,1
1228,cansado ser veneco,0
1229,Malnutrición infección respiratorio malario panorama salud refugiado,0
1230,VIVO Ricardo Acosta presidente Apavit medio ver cola interminable formar Migraciones ser gran problema elinformativoxnacional,0
1231,junio haber acompañar caso trata ser mujer año mujer migrant venezolana Norte Santander Valle Cauca Antioquia Bogotá Caldas Cauca Cundinamarca ser más afectado,0
1232,reír engaña chamo,0
1233,violación sexual haber incrementar RD ser peligro ser mujer ahora mismo migración desbordado RD,1
1234,votar basura comida ser comercializar crear ley vigilado superintendencia comercio obligar restaurante donar alimento fundación animal refugiado ciudad buen idea,0
1235,dios odio veneco,1
1236,ser gueva barrio firmar tratado marica sale no dejar lado acuerdo migración firmar gobierno inundar Venezolanos nariz,1
1237,ir acabar negocio plata inmigrante cooperación internacional duquementiroso duquenoabusemás,0
1238,Chama explicar carajito ahora parecer,0
1239,amis peruano intentar ser veneco,0
1240,Bucaramanga realizar jornada sensibilización conmemoración DiaMundialContraLaTrata población refugiado migrante retornado comunidad acogida,0
1241,conducido veneco,1
1242,mk señor venezolano decir maduro mandar más más ser petro petro noche ser veneco,0
1243,Justicia británico fallar hoy favor directiva ad hoc Banco Central Venezuela BCV nombrado exdiputado opositor Juan Guaidó denegar Estado venezolano acceso tonelada oro permanecer retenido Banco Inglaterra,0
1244,auge tierrero haber incrementar último año migración venezolano vulnerable débil integración sociedad colombiano haber ser incentivo poderoso quema criminal Calaveras ser nuevo toque alarma frente banda,0
1245,Migraciones conocer horario atención sed Lima solicitar cita adicional Breña,0
1246,deber controlar especialmente ir motor MOTOS carreta reciclaje igual condición documento incentivar robo moto no más desorden,0
1247,Estatuto Protección continuar Gobierno Petro liderazgo presidencial avanzar integración protección migrant abordar migración factor desarrollo trabajar mano cooperación internacional,0
1248,Escuché noticia mañana venezolano morir mujer trabajador sexual apuñalar inmediatamente llamar Pipe saber estar bien,0
1249,felizmente Aeropuerto Internacional ser Lima Callao no haber igual resto país así caminar chamos noma,0
1250,no creer año ir seguir igual Mira poder elegir Castillo tener millón venezolano escapar comunismo zass Perú Colombia Chile votar comunismo ser país mas inmigrante venezolano haber recibir,0
1251,chamo tener cara peruano,0
1252,Consejería Trabajo Migraciones Seguridad Social,0
1253,chamo,0
1254,Jajaja ay chama ser molestando,0
1255,bidir avionirani senadoreseeuu BidenRecession Bidenflation BidenAdministration senador pedir bidir dejar apoyar terrorism,0
1256,Global embargo continuar ser alto número indocumentado colombiano solo junio arrestar más registrado,0
1257,sinceridad creer responsabilidad ser compartir deber vivir día día venezolano país natural país poder entender conducta propiedad éxodo venezolano migración desordenado,0
1258,Marico chama gustar full ser demasiado bellaaaaao,0
1259,DANDO mensaje OTRO PAÍS ya VEO PERU ser casi IGUAL SUEÑO AMERICANO ESO HAY VENECOS CANCHA ASALTANDO,1
1260,Hermano no hablar asi ser imigrant difícil és,0
1261,política amor vida siempre indignación selectivo creer migración masivo venezolano causa chavismo no ser grave no saber persona haber morir cruzar Darién,0
1262,merecido triunfo Independiente Valle Gano Venezuela Tachira,0
1263,considera España tercermundo inmigrante cometer delito día Suecia Francia Bélgica Alemania ser también,0
1264,litro yogurt ser más costoso litro whisky Venezuela sobrevaluado,0
1265,activar punto asesoría legal gratuito Km ruta migratorio mayor tránsito caminant venezolano provincia Guayas junto Fundación Amor Fronteras dirigido Etni Molinares apoyo,0
1266,veneco manejar aparato infringir norma saber hacer,1
1267,bloqueó más nauseabundo sobón Castillo caterva indocumentado,0
1268,ahora faltar Suba veneco alborotar,1
1269,completamente acuerdo canción dedico chamo vivir Ecuador,0
1270,Basta italiano pit Ferrari consigan inmigrante ser saber,0
1271,sal país compañía MenoresDeEdad tar cuenta recomendación hacer Migración Colombia,0
1272,mk ahora sí necesitar traigás almuercito estar morir hambre chamo antonio,0
1273,venezolano Venezuela,1
1274,Salen papel culpa ser tránsito jaja,0
1275,así ir tocar partir hoy ECUADOR Policía ser atado inútil juez dejar suelto ratero Inmigración abrir frontera xa vengar más venezolano Militares tampoco servir Ola delincuencia fueralassofuerar,1
1276,Mucho gilear venezolana pegar tío Nampitze,0
1277,genial conversación hoy McCainGlobalLeaders Colombia historia momento vivir migración venezolano gracias invitación,0
1278,fin justificar medio parecer oposición venezolano vendido boca fuera decir gozar privilegio apoyar dictadura,0
1279,pasar taxista decir venezolano conocer ser negro no creer ser venezolano,0
1280,Capturas ciudadano venezolano capturado delito más ser capturar ciudadano venezolano Tráfico porte estupefaciente captura Hurto persona captura Hurto entidad comercial captura seguir hilo,0
1281,aquí único valiente ser valiente HDP inmigrante no haber mujer niño niño mes niño llamáis despectivamente mena,0
1282,bonito ser Lara Dios bonitar ser Venezuela,0
1283,ser veneco,0
1284,Competente cosa ser privado par vivo vendan boleto no existir migración ser haber gente qcreir primero pasaje después ir querer pasaporte no pasar pandemia atraso,0
1285,Esos no respetar peor Ibarra ser reciclar papel locura,0
1286,llegar Ecuador estar llevar risa alegría comunidad refugiado local país,0
1287,Inmigracion,0
1288,Migracion Un total niña niño cruzar selva Darién primero siete mes año Servicio Nacional Fronteras Senafront Panamá cuánto ser venezolano,0
1289,hora fila poder entrar Migraciones dar ticket tener esperar tener día citar no hacer llenar declaración jurado caso cita día previo sí allí ser rápido atender,0
1290,alcanzar Mcklopedia ser reviveír FMS México ahí saber batallón antes,0
1291,Casa retorsidas ser agrupación persona disidente sexual género organizar sesión voguing espacio público estar colectivo estar principalmente integrado persona migrant venezolana,0
1292,buscar anal página,0
1293,frontera tener hacer mas año ahora migración ser problema grave recurso Ecuatorianos deber cubrir demanda,1
1294,Venezuela ser limpiar culo totona papel toilet época Papel Maracay dominar mercado,0
1295,no seas huachafo hacer disfrazado inmigrante inglés ruina barco debería salir chullo poncho d lán d llama pantalón medio yuca sostenido soga cintura ojota llanta camión pleno cordillera ser PERÚ feliz FIESTAS PATRIAS,0
1296,Imposible partido libertario estar favor cosa libre inmigración legalizar droga libertad acceso voto cosa incompatible GOP bien economía republicano deber apoyar partido,0
1297,MIGRACIÓN Organizaciones apoyo colectivo migrante valorar Reglamento Extranjería matiz echar falta avance social más info aquí,0
1298,ICBF BID Gobierno Japón firmar convenio beneficiar niñez migrante,0
1299,Chamo tristar,0
1300,tragedia migración peor condición dolor tanto grande ver gob neoliberal d acabar Ecuador seguir sacar mil millón Suiza adelantar bono deuda externo ser beneficiario LASSO amigo,0
1301,no chamir retwittea cosa,0
1302,así no existir visión no existir institucionalidad político poder esperar esperar no destruir poco avanzado ya ver mensaje Peru no ser Lima no ser Lima crecer demográficamente inmigración provincián incluir,0
1303,jajajajajar sobrino veneco,0
1304,sí ver primero tuit expresar condición tanto inhumano tener enfrentar compañero estudio Medicina lamentar mucho chama ojalá vida devolver perdistir oportunidad,0
1305,Migrantes pandilla venezolano Tren Aragua haber convertir principal amenaza Sudamérica ser Chile último destino investigación InSight,0
1306,interesante artículo realidad no escapar país creciente aumento prostitución explotación sexual migrant,0
1307,Verga chamo sacar cédula,0
1308,Créeme cadena cadena llevar ser terrible veneco plago,1
1309,ah ser veneco,1
1310,Colombia deber tener oposición organizado no poder ser igual Venezuela UnaLocuraEs seguir camino hermano venezolano camino abismo no retorno,0
1311,Lof Chama gracias,0
1312,técnico Casmul asistir socialización proyecto ELLA Empoderamiento liderazgo local rendición cuenta joven venezolana comunidad acogida trabajar crear cambio global impacto duradero,0
1313,Chama publicar despechar vez,0
1314,deber tener cuidado venezolana,1
1315,AlAire ser fundamental ayudar gente retorne tener preocupación migrant deber desarrollar plan diputado venezolano Timoteo Zambrano RelacionesConVenezuela Escuche MañanasBLU,0
1316,Chama llevar sangre,0
1317,Pucha no poder manejar migración querer implementar mas oficina,0
1318,Libro escrito indocumentado buscar devolver humanidad robado EE UU,0
1319,Venezuela territorio libre Drogas,0
1320,Digale duquesito dejar entrar veneco asesinar robar trasmilenio no tener culpa bruta,1
1321,chamar,0
1322,inmigrante ghanés mata matrimonio Ferrol,0
1323,Chama pón difícil ser género Rock Salsa Solista Gaitas VHG música folklórico Simón Díaz Gualberto Ibarreto mención honorífico,0
1324,Este estar esperar gente reaccionar Chile Venezolanos delincuente disfrasado refugiado indocumentado quemar cosa desalojar no regularización delincuente indocumentado deportación,1
1325,sacar veneco dar bien servido,1
1326,decir fila más hora inmigración aeropuerto Eldorado,0
1327,pensar ser único sentir pena venezolano nich estar Colombia ya ver ser avergonzado latam,1
1328,así haber radicar denuncia dejar libre no poder realizar arraigo condición inmigrante ilegal usualmente indocumentado deportación ser procedimiento engorroso honeroso,0
1329,ya tener plan mañana Asista lanzamiento libro sellocdr migración ser siete crónica periodístico migrant venezolano encontrar ciudad Colombia Conozca más detalle inscríbar,0
1330,más bien enseñir n joven desastre cubano argentino venezolano,0
1331,notar no haber salir Venezuela pán venezolano salir cagan jodir salir bola ojalá ir bien no caguen,0
1332,Jajajajajaja ver raíz estar hermosa sacar raíz estar enganchado hueso hacer más difícil chamo también arriba nunca salir Jajaja,0
1333,mapa refugiado guerra Ucrania más millón persona haber abandonar país vía,0
1334,chamir mujer meter vaina morral acá traigo vainero ver hombre vaina cuaderno mano jajajajaj,0
1335,Corrupta relación pueblo venezolano jamás estado cerrado solo mire más millón emigrante acreditado gobierno no poder tener relación ser tiranía régimen Venezuela traído hambre destrucción,0
1336,evolución ser quitar prejuicio poder llamar cosa nombre mujer mujer empleado empleado negro negro judío judío inmigrante inmigrante flaco flaco latino latino quisiera llamar nombre amor,0
1337,conocer aquí tramitar pasaporte julio pese feriado largo Fiestas Patrias disponer dos local funcionar Lima Metropolitana Callao atiendar,0
1338,ser duro chocante forzar poder sólo tener valor voluntad trabajar tener fe SIEMPRE MUY importante SER COMEDIDX AGRADECIDX ser migrante decir experiencia,0
1339,Gobierno aprobar martes reforma extranjería sumar mil migrant mercado laboral vía,0
1340,Seguro haber pana venezolano trabajar teleoperador ser aplicar copiar,0
1341,ProtecciónYA Fundación Ideas Paz FIP Save the Children Colombia recomendar generar red integración crear mapa actor realizar labor compatible incluir niño niña adolescente venezolano,0
1342,equipo Tumbes participar Reunión explorar Coordinación liderazgo región organización humanitario oportunidad conocer trabajo realizado articular esfuerzo mejor respuesta persona refugiado migrant,0
1343,crimen migrante ecuatoriano Sonia Loja año haber causar conmoción mujer acabar existencia tres hijo luego extinguir padre menor alertar policía domicilio también funcionar guardería ilegal,0
1344,veneco quedar ver perra pitbull decir no querer vender perrito país pagar bien ahí salir bastante carne casi lanzar perrita ver comar,0
1345,totalmente poeta Rubencho grande panadero inmigrante llegar años Atenas Suramericana sólo experto,0
1346,ser vida chama defender argentino Jaja,0
1347,hoy presentar Evaluación Conjunta Necesidades Ecuador tratar reporte mostrar situación persona refugiado migrant país basado encuesta realizado GTRM Lee más,0
1348,crisis medio tener ver migración pauta privado digital no aviso Estado siempre ser marginal no autoengañser,0
1349,ser Chávez Bolsonaro transformar Venezuela revolución democrático discurso ambos manifestar mejorar situación país,0
1350,Muchísimas gracias info creer tipo ser venezolano estar uberiar carro estar nombre señora tal vez también huir mil gracias ayuda,0
1351,vez veneco xd men ser beef simplemente enojar ser izquierda,0
1352,ser razón Reino Unido salir UE detener inmigración ilegal,0
1353,Fiestas Patrias institución atender feriado,0
1354,deber ser video falso Venezuela Humana nada río leche miel tanto no haber migrant venezolano,0
1355,legisladora dar lectura informe Subcomisión exponer rubro destinar atención ciudadano migrant señalar fuente,0
1356,banda venezolano estar azotar realmente mundo andino haber exterminar rata,1
1357,medio hablar Argentina Venezuela Colombia aquí estuviser mejor ser canalla mediático,0
1358,España facilitar agosto regularización inmigrante papel contrato país origen ser reforma facilitar acceso empleo país,0
1359,cruz frontera Ucrania inicio guerra superar millón Euronews Español,0
1360,AEstaHora Procuraduría adelantar mesa trabajo población migrante buscar posible solución interinstitucional dificultad vivir acceso servicio social Estatuto protección temporal Cédulas Expedición licencia tránsito,0
1361,probar cocosette ser veneco arepa rey trabada,0
1362,espacio permitir planificar coordinar actividad referente respuesta situación persona refugiado migrant venezolana Ecuador,0
1363,hoy tener cita programa Caracol ahora hablar refugiado Colombia Mundo esperar Ipsos GameChangers Refugiados CaracolAhora NoticiasCaracol,0
1364,editoriallal gobierno saliente dejar nuevo conpes migración vez enfocado integración efectivo población cerrar brecha educación salud vivienda inclusión financiero,0
1365,casi año fuera Venezuela ver foto sentir sabor amar extraño ají dulce venezolano,0
1366,gustar vivir España deber saber nuevo reforma facilitar trámite extranjero,0
1367,claro no ser tanto difícil Barranquilla estar acostumbrado acento maracucho creer venezolano hablar así cosa dar más pena aún,0
1368,cero autoridad cero liderazgo cazo pelea chimba Venezuela,0
1369,gobierno Biden partido estar fomentar crisis social económico civil política inmigración constitucional dentro EEUU fijar relacionado ideología género cambio climático aborto legal racismo etc venir EEUU,0
1370,pedir vivo refugiado,0
1371,seguir contar experiencia profesional cubrir migración crack,0
1372,Dizque veneco horario comida,0
1373,Personería Consejo Danés Refugiados reforzar atención población migrante Bogotá,0
1374,Senador ir hacer diplomático haber Colombia representación Payaso Guaidó Ingleses entregar oro venezolano robo total,0
1375,último retirar empleado gobierno reemplazar gobierno organización familia duque forma empezar reconstruir san andrés civilización venezolano,0
1376,norma afectar principalmente población migrante refugiado venezolano conforme Sistema Integrado Migraciones julio año superar millón persona,0
1377,mandir vez foto vaín chama Pa ver vez poderoso cm aquí estar año después hija,0
1378,Chamo venir,0
1379,nuevo Monumental ir así tocar ir pata like the chamos,0
1380,preguntar plan ferroviario venezolano ahora ir Tapón Darién,0
1381,ud estar refugiado colombia robar mil millón banco agrario pedófilo,0
1382,rento VENECOS ser así BIENHECHO,1
1383,Suave drip veneko,0
1384,hoy peruano aspirar ser tanto feliz envidiablemente próspero ser cubano venezolano,0
1385,no ser novedad Biden ser vicepresidente gobierno Obama mando construir jaula indocumentado luego chantar Trump,0
1386,trabajar derecho persona refugiado no recibir subvención público mantener aportación mensual hacéis confiái proyecto echadnos mano continuar favor necesitar,0
1387,usualmente izquierda llegar poder voto proceder gran mayoría no pagar pagar impuesto pagar impuesto ser malo contribuyente haber verir ejemplo Venezuela,0
1388,comandante pasar trabajar noche estar cansado no salir hoy problema delicuencia ser demografia ciudad mucho alto mas veneco varado taxi camioneta polarizada unido delito atraco extorsion,1
1389,aprobado ayuda euros mes refugiado ucraniano medio España consejodeministros GobiernodeEspaña SeguridadSocial,0
1390,fin siete año incertidumbre elección Gustavo Petro presidente Colombia abrir puerta esperanza,0
1391,no ser idiota plata entregar mamá amigo plata perder mintic plata perder paz plata perder venezolano plata perder FINAGRO plata perder COVID,0
1392,mundo Honduras Estados Unidos no saber hacer niño hondureño migrant compañía adulto cruzar frontera México Estados Unidos,0
1393,básicamente ayer urgencia salí casa papel plata celular batería antes salí ropa,0
1394,Migraciones solicitar cita adicional Breña revisar horario atención sed Lima,0
1395,Sello Empresa Inclusiva ser iniciativa buscar reconocer entidad sector privado haber tomar acción favor inclusión socioeconómico persona refugiado movilidad humano Ecuador LaInclusiónEsMejorNegocio,0
1396,MigraVenezuela más migrant día estar riesgo represamiento Necoclí,0
1397,ParesAnaliza vulnerabilidad socioeconómico convertir migrant venezolano blanco fácil organización delincuencial ser probable existir subregistro dato victimización delito alto impacto población,0
1398,Tuitean bodegón Mercedes Venezuela arreglar llegar casa no tener agua luz más bolsa morir,0
1399,Sigues tu ignorancio Chile recibir inmigración alemán Perú recibir inmigración chino japonés inmigración sí ser bien ver recibido no tren Aragüa,0
1400,grupo migrant viajar tráiler ser rescatar ser abandonar conductor México,0
1401,Osea librar venezolano Colombia chao chamos,1
1402,hacer xa teléfono dejar contacto contestar llevar mes llamar ser s haber dar xa migración tecnología fibra aparecer no haber atienda intento agendar visita,0
1403,Migrante ser Migrante vida Izquierda nunca gobernado vo ir buscar mejor oportunidad amadir gobierno extremo derecha siempre haber estar poder nunca dar aquí esperar Hermano limpiser ojo mierda,0
1404,grande chamo conocí ser futuro periodismo deportivo respeto siempre,0
1405,LIBERTAPP llegar proteger persona venezolano MigraVenezuela,0
1406,deír chance leer verdad ser red total chamo solo quedo curiosidad no recibir ni mensaje ser atormentar c,0
1407,ya hubiera visto PRÓFUGO rufián enfrentar pandemia vacuna hoy no tuviera privilegio escribir seguridad estaría beneficiario bono aparte ir empresa privado dejar trabajo lleno droga full impuesto Venezuela,0
1408,II ENCUENTRO NACIONAL ALIANZA MIGRANTE,0
1409,candidata PK prerfectura leer bien discurso entrevista zoom problema ser tener papel Martha Simbaña querer cambiar institución ser vicealcaldesa desear estar frente Gobierno Provincial Felipe Olmedo,0
1410,así decir Venezuela pesar fraude robo,0
1411,Sabías casi cada persona refugiado migrant Ecuador residir país hacer más año mayoría vivir grande ciudad Quito Guayaquil conocer más dato nuevo reporte aquí,0
1412,chamo vivir soñar así tener poco gente creer lucubración siga campaña delsa soñar ser gobierno futuro haber luchar sacar hp gobierno después hacer elección tanto no,0
1413,Columbia pedir desplegar guardia nacional crisis migratorio frontera,0
1414,frontera Venezolana Colombiana ser hijueputa,0
1415,Chama ser demasiado bello no querer ser modelo webcam xd,0
1416,México rescatar migrant viajar tráiler,0
1417,LagoAgrio organizamos taller creación contenido red social dirigido emprendedora refugiado comunidad acogida ser mucho productivo intercamb conocimiento neuromarketing toma fotografía publicidad digital,0
1418,invitir lanzamiento Programa EnMarchaDigital ejecutado colaboración buscar fortalecer micro pequeño empresa quieres saber más Miércoles agosto Salón Ciudad Municipio Quito calle Venezuela Espejo,0
1419,ir migración,0
1420,MigraVenezuela ser punto más importante deber tener cuenta reapertura frontera,0
1421,ya activo ruta acción contemplar implementación nuevo punto atención nuevo requisito inmigración,0
1422,invitir Sesión Binacional Puentes Ciudadanos Colombia Venezuela evento discutir política Derechos Humanos población migrante venzolán territorio colombiano Fecha jueves agosto Hora lugar teatro Edificio,0
1423,Plan choque agilizar trámite inmigrante Cataluña récord demora recibir mayor número trabajador G,0
1424,SUPER emotivo Paul Stratton ser seguidor Everton entrar cambio Dinamo Kiev partido benéfico Paul hacer famoso viajar coche frontera Ucrania entregar suministro refugiado,0
1425,Píldora informativo Bitácora Migratoria ser trinar congresista migración venezolano BitácoraMigratoria Proyecto acompañar monitorea implementación ETPV,0
1426,pagar vencido papel indocumentado nuevo pedido contado campamento hampón haber trabajo querer hacer bien Benedettil embajador pongan serio,0
1427,ser gracias reforma Fujimori Averigua moneda Cuba Venezuela,0
1428,pobre migrant además foto África Asia también valer trabajar morir más trabajador inmigrante haber morir Qatar elección celebrar Mundial fútbol,0
1429,Ibarra venezolano residente Imbabura ser parte programación conmemorativo realizar hoy detalle,0
1430,Tranquilo Chamo,0
1431,EsViral partido Everton vs Dinamo Kiev Frank Lampard permitir aficionado haber estar llevar vehículo alimento material refugiado ucraniano lance penalti,0
1432,ser volteo mismo hacer estado mano Petro traición estar listo Petro destruir Colombia no necesitar fuerza armado suponer fuerza armado venezolano nicaragüens cubano dar victoria pesar traición seguir,0
1433,maldito veneco haber mierdar xq no regresar país conchaber madre eso referir nunca gente guircho vivir,1
1434,restablecer relación diplomático solucionar problema venezolano ser coger pendejo no saber estar parado,1
1435,jajajaj usarar herirte haber sobrar internet ser imbecil refugiado anonimato,0
1436,cascar rappi seguramente Veneco,1
1437,Guerra Futuro Humanidad hoy librar Amazonia,0
1438,BETTY FEA PUNTERIA GENETICA,0
1439,poder saber página web inmigración ser estafa obtén más información respecto HelpCentre,0
1440,Mesías importar cxxx incumplirl Cira alcalde imaginen importar millón colombiano millón venezolano sigar creer,0
1441,Icbf firmar convenio Japón BID atender niñez migrante venezolano MigraVenezuela,0
1442,chama Nobel jajajar payasar,0
1443,Chamo memoriar aún faltar mes completo temporada,0
1444,barrio ya ser veneco jajajajajajjajajajajajaja,1
1445,inesperado ayuda refugiado ucraniano,0
1446,hayjusticia condenada dos extranjera homicidio ciudadano venezolano dos mujer estar implicado muerte arma blanco Mario Astolfo González Romero año perder vida ser herir cuello,0
1447,Atentos iniciar Instagram Live preparar deliciós chica venezolano conéctate aquí compartir información junto disfruter espacio,0
1448,alimentación movilidad escolar así mismo salud ser mil millón promoción prevención salud público pago atención salud población migrante fortalecimiento red distrital servicio salud,0
1449,decir haber precio petróleo haber migración masivo,0
1450,Barranca haber Museo traidor carnicero américa Simón Bolívar siempre venekos ensalzar principal figura país,0
1451,líder opositor equipo trabajo seguir pensar TikTok ser plataforma chamos no votar grave error sentido,0
1452,Este noo,0
1453,MigraVenezuela Migrante venezolano así poder prevenir contagio viruela mono poder actuar tener síntoma contagio,0
1454,venecir malparido,1
1455,HOY JUEGA ECUADOR Ecuador vs Venezuela Fecha Sudamericano Baloncesto Femenino Argentina Miércoles agosto auspicio VamosEcuador FEB FIBA Claro,0
1456,menos chama ser bello,0
1457,hoy clase migración venezolano debate contemporáneo,0
1458,hijueputa NECESITAMOS platar NOSOTRAS no solo no reina tener honor ser amiga ser definición niña hermoso no deber sufrir tanto dinero ser migrante ser agotador,0
1459,Terrible fila migración ingresar Colombia Aeropuerto Dorado,0
1460,nacho lloro menos hechir agua ojo solo utilizar fan venezolana,0
1461,venezuela también dejar libre crimínal,0
1462,Migrante bebé casi morir río Tapón Darién intentar cruzar Panamá Nación,0
1463,asesinado ser nacionalidad venezolano estar cerrar puerta barbería ser atacar tres hombre movilizar auto Policía investigar tener relación hecho violento suscitado semana provincia SantaElena,0
1464,fila inmigración estar re satanica,0
1465,inmenso mayoría aparatejo ser manejar irresponsable ser indocumentado exigir derecho supuesto no tener protestar destruir bus TM meta cintura mano duro hagámono respetar,1
1466,no hablar diáspora venezolano Sudamérica haber hacer pueblo recorra pie región haber sumir gente miseria desocupación acá Ecuador vivir indigencia mendigar calle bus miserable,0
1467,ser ecuatoriano decir Venezuela tener mejor nivel actualmente Sudamérica,0
1468,no pierdar domingo ferio integración haber jornada regularización atención médico gratuito peruano refugiado migrant vacunacion actividad pasar voz ser posible gracias invaluable apoyo,0
1469,Migración juvenil mercado suerte,0
1470,libro dejar casa hijo escoger leer Mente Humana cinco Enigmas cien Preguntas David Casacuberta chamo no dejar vainasmias,0
1471,así hija Liliana participar podcast chamos venezolano Bogotá recomeir buenísimo suscribir apoyar,0
1472,leer comentario hacer comentario inmigrante percibir gente nunca dejar tener último palabra,0
1473,Estados Unidos ser país inmigrante pasar ser latinoamericano ser mayoría piel oscuro ser problema inmigrante europeo recibir brazo abierto así país continente,0
1474,Eras pedir trabajo UNAE haber estar poco sociolisto care s no sólo aceptar cubano venezolano borrego PD concurso siguiente manejar correano,0
1475,volver fonda matir harto weones total Chilenos Venecos ser,0
1476,incrementar estigma existente población migrante refugiado exacerbar discriminación xenofobia,0
1477,almuerzo ser corrientazo ejecutivo aquí Colombia aun poder pagar almuerzo solo billete dar vuelto Aúnq ser Venezolano,0
1478,Migración reunión canciller designado Colombia Álvaro Leyva homólogo venezolano Carlos Faría resultar decisión trabajar agenda común retomar relación binacional,0
1479,chamir jefe ir ir miami,0
1480,sorprender alto mando d PNP no haber manifestar respecto libre ingreso tipo filtro sujeto indocumentado mayoría prontuariado delincuent procedencia venezolano no venir trabajar delinquir derramand sangre inocente d PNP,1
1481,Chama ser pensar mil cosa siempre jajajajo creer ir empezar motivación ver pasar,0
1482,perdonar chamo,0
1483,Judicial función asamblea ser generar estrategia combatir criminalidad organizado lavado activo trafico migrant afectación ilegal recurso natural Colmundo Radio Fiscalía iberoamérico,0
1484,fallecer persona mujer varón trece nacionalidad venezolano nicaragüense dos pendiente identificación detallar comunicado,0
1485,político tener asfixiado Cataluña inmigración tener casi triple inmigración comunidad español ser idioma identidad político español seguir ser franquista fascista retrógrado,1
1486,no chamar ver jajaja exprimo limón ser rico pasar,0
1487,Casa Blanca frustrado pedido alcaldesa tropa ayudar inmigrante gran mayoría migrant llegar Washington pasar solo hora día allí antes destino red voluntario,0
1488,Conviven forma civilizado molestar racista sois vosotro justificais delicuente mero echo ser inmigrante,1
1489,ser Venezolanos opinar api,0
1490,Chama igualita Jajajajaja Mentira Amor Beso,0
1491,discusión mascota terminar tragedia migrante cuencano ser Ángeles hacer dos año,0
1492,Iván Márquez estar estado vegetativo fuente militar venezolano,0
1493,Fiestas Patrias conocer vacunatorio Minsa EsSalud oficina Migraciones atender feriado largo,0
1494,cierto tener razón chama,0
1495,veneco,1
1496,Explícale más un millón venezolano venir Colombia huir régimen venezolano,0
1497,Jajaja venezolano mujer Superiores,0
1498,ciudad ya entrar top ciudad más violento mundo comprender cambio menos acá sierra no estar tanto mal problema ser veneco costeño venir acá,1
1499,deber vez aprovechar deportar tanto Veneco trabajar,1
1500,Usted no representar rebaño ser mandar líder banda no más representación País no decidir secta sentenciado encarcelado prófugo refugiado no apropiir no pertenecer,0
1501,Bueno realidad no ser francés ser extranjero pertenecer ejército francés Latinos africano asiático español Americanos Ingleses Europa Este árabe alistar legión francés,0
1502,Avalanchas africano cortesía bipartidismo corrupto pp psoe reino taifa autonómico permitir fomentar inmigración ilegal masivo VOX soloquedavox EspañaLoPrimero stopinvasiónmigratoria CambioReal,1
1503,quitar paga vago moro colectivo llorón dejen pensión,1
1504,U haber jodir Argelia momento crucial cara absolutismo más puro Luis XIV,0
